t	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6
106	0.151563045	0.755056207	-7.339753383	-0.564221724	-5.238658534	1.464695431	-4.585195006	-5.288089091	-0.216574465	-2.633723122	-1.421283827	-1.379380929
107	0.347854036	0.627183546	-7.258833606	-0.271287815	-5.633342303	1.608409208	-4.605650391	-5.611636489	0.014165189	-3.171548253	-1.018800317	-1.425668945
108	0.204850441	0.013061124	-7.841529375	-0.210663973	-5.698256171	2.122155326	-4.416324784	-4.936800664	-0.212994895	-3.016770774	-0.965204141	-1.711369793
109	0.267098894	0.30584782	-7.571315959	-0.280088158	-6.081529359	1.706821769	-4.327770893	-4.915704028	-0.248812169	-2.793601131	-1.242381382	-0.850049645
110	0.184773303	-0.049474646	-7.299359828	-0.304028012	-6.555637864	1.889988095	-4.529051498	-5.366382024	-0.26264772	-2.09480022	-1.249847094	-1.455282405
111	0.407858629	0.051526109	-7.913174414	-0.172321492	-7.049587123	1.227019089	-4.590906983	-5.328098304	-0.533064246	-2.871198756	-0.595352146	-0.380773577
112	0.163533525	0.205410268	-8.001181731	0.375432854	-7.464721605	2.152590379	-4.46930176	-4.978386131	-0.001367631	-1.657874539	-0.055246703	-0.28752216
113	0.362127541	0.210088119	-7.942198247	-0.055792277	-6.501231852	1.961555578	-4.631637282	-5.010271234	-0.074027142	-2.663581475	-0.389267228	-0.479813411
114	0.557927982	0.325410477	-8.033395978	0.420276856	-8.013541729	1.982539849	-4.567836135	-5.168851452	-0.404152516	-2.410435474	-0.651039666	-1.508117382
115	0.262462856	0.258532571	-8.08274594	0.179985238	-8.1854042	2.364086284	-4.378210769	-4.80900537	-0.938737384	-1.606122191	-0.050302167	-0.455928753
116	0.418320555	0.259040118	-7.903421659	0.763200563	-8.780925961	2.210589784	-4.46347211	-4.983284177	-0.619206232	-1.988827583	-1.181520657	-1.466447801
117	0.882496292	-0.189891754	-6.719219364	0.399577887	-8.58940079	2.389740217	-4.460979821	-5.044467223	-0.866197586	-1.582321607	-0.758146872	-1.333734495
118	0.842451121	-0.13045529	-6.635135125	0.661610566	-8.997961704	2.056565851	-4.507697501	-5.257152299	-0.258959559	-2.385454498	-1.202326047	-0.995288554
119	0.707624709	-0.141670432	-6.898130363	1.201285565	-9.065695654	2.465537433	-4.475992695	-4.708255994	-0.697860096	-1.265254653	-1.060413723	-0.93040741
120	0.413148616	-0.009795939	-7.433517898	1.488437927	-8.966550647	2.969183284	-4.281969723	-4.23146382	-0.310400203	-1.49628578	-0.112612695	-0.613569153
121	0.296471823	-0.159553541	-6.730540812	1.096375434	-9.534147579	2.687350048	-4.514475356	-4.393471213	0.021132504	-2.188979774	-0.781054525	-0.819825394
122	0.259599332	0.064856167	-7.96818827	1.149311983	-9.760887596	2.884587912	-4.541608753	-4.560532093	-0.330827112	-1.721335851	0.015018575	-1.370771192
123	0.509145917	-0.376233324	-7.923687433	1.510955476	-9.99297279	3.06790971	-4.380389532	-4.30569632	-0.095434864	-1.209855085	-0.691981842	-0.414032844
124	0.470632566	-0.681465085	-7.200224356	2.090511339	-10.31666147	3.287287191	-4.392835455	-4.233177751	0.204528014	-1.699176501	-0.463434943	0.110137952
125	0.512840697	-0.48528747	-7.504919043	2.108496056	-10.22795371	3.203163317	-4.000087574	-4.876694036	-0.530986372	-1.576866251	-0.692590454	-0.026582616
126	0.219214359	-0.481663219	-7.455490656	1.453804238	-10.98185862	3.537795593	-4.195943542	-4.810682246	0.150769705	-1.500865213	-0.380673275	-0.336705261
127	0.382133492	-0.615582271	-7.600415535	2.261708518	-11.13533129	3.560103466	-4.090843536	-4.685079507	-0.170114629	-0.254908357	-1.063529172	-0.07982058
128	0.680867566	-0.731403072	-8.109205263	2.153017226	-11.33326502	3.359933661	-4.186511268	-4.55442027	-0.398368024	-0.798846289	-1.035074195	-0.422604375
129	0.226406491	-0.820065947	-7.368211281	2.411831214	-11.28090739	3.737859613	-4.032905867	-4.379134242	-0.622401757	-0.490142089	-0.261320827	-0.460027375
130	0.450357201	-1.10958402	-7.751174967	2.292974932	-11.21376968	3.776156102	-3.901951	-3.675056956	-0.416492929	-0.832966209	-0.917925472	0.114520657
131	0.696688733	-0.944873261	-8.013071749	2.515531569	-11.83904155	3.673806653	-4.027117934	-4.462967021	-0.383137448	-0.795891463	-0.217767987	-0.484677262
132	0.549472242	-0.957802238	-7.509075604	3.325076387	-12.07068403	3.76555519	-3.726140143	-3.600860031	-0.095123417	-0.08045693	-0.467389668	0.191649893
133	0.689088167	-1.054689185	-8.408712074	3.151897828	-11.94767648	4.031339497	-3.686363517	-3.824705125	-0.534764201	-0.107023978	0.042393159	-1.198386427
134	0.278731097	-1.295123652	-8.250539888	3.782395673	-12.39185084	3.975049935	-3.57987613	-3.761017882	-0.30400398	0.29709469	-1.24451706	0.071223177
135	0.359953046	-1.459845793	-8.410861361	3.882463447	-12.36914027	4.511753813	-3.625615564	-3.83824419	-0.357821204	-0.498569371	-0.493810778	-0.01042992
136	0.700922549	-1.308195427	-8.338913177	3.154022018	-12.73150274	4.598327005	-3.699474923	-3.777739152	-0.214333167	0.11640675	-1.066964421	0.185756378
137	0.631158354	-1.418287582	-8.675385299	3.708976124	-12.67510457	5.034910066	-3.802316233	-3.325218582	-0.047467154	0.082892464	-0.836850601	-0.712244855
138	0.821122693	-1.366121912	-8.368662692	3.70101887	-12.75308985	5.018543006	-3.529714193	-4.184639451	-0.698126502	0.484922324	-0.975722767	0.092011158
139	1.375531623	-1.511838468	-7.631453203	3.827482642	-13.8727943	4.827777343	-3.524795064	-4.220445686	-0.901535432	0.602483382	-1.1604182	0.068398835
140	1.392559692	-1.651882524	-8.572881834	4.581322865	-13.77967212	4.949098396	-3.563640271	-4.201525788	-0.454982945	0.473508727	-0.971936033	-0.746238775
141	1.202154881	-1.163081969	-7.782695693	4.710268671	-13.50611672	5.281158826	-3.659503478	-4.149034513	-0.197729402	0.349569131	-1.013774013	-0.748315187
142	1.331740592	-1.692417166	-8.494145104	4.776937153	-13.90876158	5.559947864	-3.479663431	-3.717079702	0.095032914	-0.272527432	-0.76200074	-0.618118043
143	1.133314167	-1.866733247	-9.530715097	5.305063755	-14.05002727	5.470309532	-3.748273407	-3.421257925	-0.610414883	0.596098129	-0.938972879	0.038151535
144	0.541428551	-1.686420415	-8.997678344	4.942442598	-14.14994145	5.97950492	-3.67392196	-3.216075221	-0.433517628	0.87495538	-0.987160766	0.117124072
145	0.658672953	-1.646731277	-8.831772718	4.865667591	-14.46033397	5.66705232	-3.609095853	-3.754597348	-0.190311907	0.840268497	-0.939840578	-0.199368081
146	0.601525343	-1.784487755	-8.754493964	5.760498161	-14.44655374	5.985526499	-3.447206342	-3.09904631	-0.588863488	0.233403454	-0.989378775	0.741443811
147	0.757265935	-1.901430071	-8.689698405	6.224639696	-14.53780488	6.10878758	-3.583097722	-3.181368392	-0.26438961	0.732361586	-1.027366273	0.636959138
148	0.681894405	-1.910826331	-9.028527565	6.344141252	-14.46403961	5.888200411	-3.50576621	-3.491227128	-0.685592693	0.949747158	-1.210648827	0.768476083
149	0.56447483	-1.671261061	-9.631859973	5.977727492	-14.80294521	6.368037856	-3.627842227	-3.940922581	-0.161604868	0.560282192	-1.027239691	-0.232161626
150	0.850233594	-1.686107194	-9.068553949	6.17908835	-14.79200866	6.537624632	-3.523856423	-3.184598635	0.05921985	0.104125075	-0.784017319	0.337881886
151	0.630347681	-2.331920082	-9.896660347	6.508424459	-15.31558352	6.237674165	-3.611862969	-3.289688445	-0.304990655	0.504787656	-0.962768842	0.613919076
152	1.313997248	-2.339892816	-9.275430421	6.720291243	-15.34567876	6.890303941	-3.445265784	-3.389551818	-0.702121356	1.359107867	-1.256024439	0.117623012
153	1.374597848	-2.125626822	-9.591138782	6.777148322	-15.10219997	6.854076953	-3.496798845	-3.674667895	0.201280874	0.271999169	-1.001961177	-0.288522143
154	1.47053844	-2.465963498	-10.14919425	7.752145474	-15.3333188	7.129037049	-3.560383782	-3.325968041	-0.371267973	1.320294758	-1.046720589	0.483954033
155	1.284115406	-2.706912907	-9.978687222	7.319222638	-15.04655119	7.227238312	-3.496362725	-3.57575152	-0.093447737	0.981381221	-0.943725766	-0.099638045
156	1.287388726	-2.446760609	-9.821288117	7.324670314	-15.46521706	7.24194108	-3.423754637	-3.51595555	-0.085940399	1.451131423	-0.953315706	-0.08715198
157	1.591074234	-2.557711514	-9.428348098	7.793282582	-15.55256302	7.525830475	-3.453679034	-3.770088677	0.398768228	0.179987268	-0.855518189	-0.212161616
158	1.080235045	-2.610547153	-9.471691096	7.877107253	-15.31502617	7.885970895	-3.573175736	-3.310533455	0.128615705	0.243535804	-1.004532299	0.559263344
159	1.286234271	-2.552822918	-10.02827835	8.42358516	-15.4131999	7.649031832	-3.560505322	-3.299339432	0.659183125	0.329212657	-0.88983316	0.004862539
160	1.456687473	-2.579219704	-10.65013801	8.264931621	-15.53080995	7.526244602	-3.581822041	-3.179689124	0.376637519	-0.071409144	-0.488720205	0.09522722
161	1.232217956	-2.484440751	-10.46517489	8.881497353	-15.24963264	8.240329638	-3.724976739	-3.193366706	0.344980944	0.345686584	-1.012194073	0.006270005
162	1.372367323	-2.685009861	-10.58036607	8.889687414	-15.35433947	8.105805786	-3.432706893	-2.990440664	0.302887321	0.010102407	-0.915385984	0.391829817
163	1.286658335	-2.442344601	-10.46935134	8.859976411	-15.26456078	8.077664313	-3.552866644	-3.263347927	0.470798559	0.012492183	-0.840205878	0.199183816
164	1.389939444	-2.536334869	-10.54591518	9.46308572	-15.37553828	8.504280723	-3.5283228	-4.408712654	0.305397364	0.24529636	-0.904785255	0.892777676
165	1.486654976	-2.480424788	-10.61549772	9.602685562	-15.52752832	8.410743325	-3.685780413	-3.611564367	0.393856897	0.316270192	-1.108882276	0.464055357
166	1.732774849	-2.579228172	-10.56077658	9.950658311	-15.60340955	8.477594688	-3.765278848	-3.551966543	0.233795632	0.222202814	-1.029208308	-0.024719978
167	0.880059563	-2.571012227	-11.54794647	10.04094176	-15.43368483	8.909753923	-3.63459273	-3.840416124	0.623852306	0.143746948	-0.932600511	0.453133706
168	0.784093764	-2.436551243	-11.04648545	10.21056608	-15.53963883	8.86717653	-3.478835144	-4.001904283	0.253065197	0.133722773	-1.230674478	0.344961427
