0	-0.206069812
1	-0.036401935
2	-0.43065701
3	-0.440229009
4	0.020307749
5	0.117344831
6	0.204768776
7	-0.487882862
8	-0.850490855
9	-0.668670744
10	0.527847971
11	-0.253621658
12	0.683664912
13	-0.530651621
14	-0.333784961
15	0.671902992
16	0.450435568
17	-0.165829195
18	-0.548638475
19	0.077835376
20	-0.040541212
21	0.100080682
22	0.185234549
23	-0.163764486
24	-0.318649496
25	-0.181338008
26	0.258150538
27	0.075471572
28	-0.540293985
29	-0.300096181
30	0.112771316
31	0.065538841
32	0.353582469
33	0.830775159
34	0.747581685
35	-0.189357101
36	-0.072367815
37	-0.045963933
38	0.674615581
39	0.106636085
40	-0.157524936
41	0.48269194
42	-0.008953339
43	-0.883546483
44	0.751678002
45	-0.355266851
46	0.150650009
47	-0.616651932
48	-0.259481766
49	-0.109774957
50	-0.172079045
51	-0.410222111
52	-0.003072632
53	0.44044546
54	-0.330544727
55	-0.441195257
56	0.445122028
57	-0.114728924
58	0.331466044
59	0.045694073
60	0.064796749
61	0.288333689
62	-0.138871935
63	-0.095916989
64	0.075163254
65	-0.544787321
66	0.217005303
67	0.227623754
68	-0.273447765
69	0.100892094
70	-0.284342921
71	0.510123239
72	0.314151602
73	-0.529824292
74	-0.121730586
75	-0.054903158
76	-0.309442148
77	-0.521471422
78	-0.214202978
79	0.790506981
80	0.612738833
81	-0.162422886
82	-0.494025543
83	0.563831541
84	-0.458592343
85	0.210736636
86	-0.803411038
87	0.005338619
88	0.431247493
89	-0.525651669
90	-0.257749736
91	-0.982065565
92	-0.050662547
93	-0.324951106
94	0.122670398
95	-0.841662768
96	-0.380186812
97	-0.446646332
98	-0.137276542
99	0.19227117
100	-0.187918812
101	-0.561235049
102	0.217054574
103	-0.640291567
104	0.132586705
105	0.100496093
106	-0.957536425
107	0.205702722
108	-1.006491288
109	-0.718841975
110	-0.720337761
111	-0.126006677
112	-1.467135927
113	-0.876197506
114	-0.62057225
115	-0.428686403
116	-0.490251132
117	-1.141434165
118	-1.024036389
119	-0.709374094
120	-0.27510642
121	-1.107879156
122	-0.298232588
123	-0.517366268
124	-0.832567745
125	-0.96827438
126	-0.74680249
127	-1.386512752
128	-1.56273217
129	-1.139411215
130	-0.336156496
131	-1.42067939
132	-0.903932454
133	-1.700144761
134	-1.230270592
135	-2.229097
136	-1.678266372
137	-1.434941906
138	-1.427955616
139	-2.326618657
140	-1.60793497
141	-1.787886965
142	-1.583809268
143	-1.877292203
144	-2.004516704
145	-2.025825609
146	-1.573331586
147	-1.869260176
148	-2.061111605
149	-1.669469157
150	-2.032781974
151	-2.465972944
152	-2.840886749
153	-2.542941305
154	-3.251537749
155	-3.464962155
156	-2.721812307
157	-3.231306615
158	-3.668107118
159	-3.65935298
160	-3.454203224
161	-2.831302212
162	-3.310429217
163	-3.208190855
164	-3.849308969
165	-3.694175248
166	-3.126312317
167	-3.99390446
168	-4.534749832
169	-4.688425125
170	-4.558670231
171	-5.215646149
172	-5.288476358
173	-4.541554732
174	-5.036997687
175	-5.080920114
176	-5.97540694
177	-6.42260022
178	-5.225101385
179	-6.22234563
180	-6.034483211
181	-6.632363236
182	-6.397289621
183	-5.856120592
184	-6.854870687
185	-6.588116168
186	-7.118922941
187	-7.118524241
188	-6.687652526
189	-7.905201068
190	-7.771316835
191	-8.577256457
192	-7.732796024
193	-8.151548883
194	-8.076672331
195	-8.077365557
196	-9.207608397
197	-9.50586289
198	-8.953755903
199	-9.482379272
200	-10.56909294
201	-10.35343776
202	-10.39297649
203	-10.75151051
204	-10.72060998
205	-11.61140547
206	-12.1977823
207	-11.42955558
208	-11.66714681
209	-12.74924643
210	-12.48860772
211	-12.65051834
212	-13.73651604
213	-13.12875388
214	-13.81848453
215	-13.69449034
216	-15.51285068
217	-14.49142584
218	-15.75514623
219	-16.66247296
220	-16.21622151
221	-16.23994412
222	-16.8525839
223	-16.95711222
224	-18.28332787
225	-18.21025695
226	-17.74263162
227	-19.2628669
228	-19.33860784
229	-20.20020532
230	-20.18138462
231	-20.56306683
232	-21.1226775
233	-21.4957897
234	-21.99638166
235	-22.18775997
236	-23.03353482
237	-23.69815199
238	-23.45077277
239	-24.11939109
240	-24.95121673
241	-26.08752054
242	-25.93351924
243	-26.71020498
244	-26.94452577
245	-28.04891373
246	-28.65641876
247	-28.35897834
248	-29.30646086
249	-29.58049008
250	-30.57234862
